,Text
764,Setiap hari zikir di lidah dan hati saya ungkapkan namun gangguan daripada syaitan kadangkala menguasai diri saya.
765,Dalam satu keadaan saya akan hilang dari kesibukan dunia.
766,"Apa yg saya rasa hanyalah tekanan yg terlalu kuat semata mata sehingga menyebabkan saya terlalu letih dan tidak dapat menyelesaikan tugas sebagai seorang ibu dan isteri dengan sempurna.Saya kerap melakukan kesalahan bodoh seprti lupa di mana meletakkan kunci, tidak dapat menyusun barang dengan baik, tidak peka dan tidak terurus."
767,Bagi saya tiada apa lagi yg ibu bapa dapat banggakan dengan saya.
768,Saya rasa tidak layak untuk bergelar seorg isteri.
769,Yang saya tahu saya rasa seperti seorg pekerja yg diletakkan di sebuah tempat dimana saya perlu ikut rentak semua orang di dalamnya.Saya tahu apa yang saya fikirkan adalah salah.
770,"Tetapi saya tetap menerima tekanan apabila mendengar pertengkaran, dimarah atas kesalahan kecil berkali kali."
771,Saya rasa sedih.
772,Sangat sedih.
773,Bagi saya punca utama terjadinya kemurungan ini adalah pada waktu saya sedang sarat mengandung suami saya selalu mencari peluang untuk bermesej dengan kawan kawan perempuannya.
774,Sejak awal perkahwinan lagi saya telah memaafkan beliau kerana saya yakin satu hati nanti dia pasti berubah menjadi seorang lelaki yg soleh.Namun sehingga saya melahirkan anak dia masih melakukan perkara yang sama.
775,Pada satu tahap diri saya hilang kawalan dan menjerit seperti orang gila.
776,Perasaan sedih seakan akan tidak dapat dibendung lagi.
777,Saya meminta suami saya untuk menceraikan saya namun dia masih sayangkan saya.
778,Namun hati ini telah parah.
779,Terasa seperti ditikam berkali kali.Sehinggalah pada saat ini suami saya telah berubah ke arah kebaikan namun kini saya tidak dapat mengawal perasaan saya apabila saya berhadapan dengan situasi pertengkaran.
780,Saya hilang.
781,Saya hilang darpada dunia seorang ibu dan isteri.
782,Apa yg saya rasa kini hanyalah tekanan kuat dalam diri.
783,Hilang keyakinan dan selalu bersedih.
784,Kini suami selalu memberi semangat.
785,Tapi dalam memberi semangat itu terkadang terkeluar kemarahan dan ego nya sebagai seorang lelaki.
786,Dan saya akan terus bersedih merasakan tiada guna nya lagi menjadi seorang isteri.
787,Saya menangis sekuat hati sehingga sakit segala isi.
788,Menggigil tubuh ini menahankan emosi.
789,Kuatnya ujian ini bagi saya.Saya tahu.
790,Saya perlu suburkan hati dengan kesyukuran.
791,Namun setiap kali saya mengalami tekanan tersebut saya akan hilang.
792,Saya tergamam memikirkan pengorbanan saya melahirkan dan memaafkan disiakan begitu sahaja.
793,Kini suami telah menjadi semakin baik dan saya sedang melawan perasaan untuk melupakan segala keburukan.
794,Saya tahu Allah adalah tempat untuk mengadu.
795,Saya tahu Allah sahaja yang mampu memulihkan hati saya.
796,Saya perlu usaha lebih lagi untuk keluar daripada kemurungan ini.Saya manusia yang penuh dengan kesilapan.
797,Saya ingin kembali menjadi seorang isteri yang solehah yang sentiasa mendoakan suaminya.
798,Saya rasa berdosa.
799,"Saya rasa jahat dan kejam kerana dengan keadaan kemurungan ini telah memberi kesan yang tidak baik terhadap orang sekeliling terutamanya keluarga terdekat.Saya cemburu melihat isteri solehah yg meletakkan niqab di atas mukanya,berjalan penuh keyakinan."
800,Tak mengharapkan apa apa daripada manusia.
801,Hanya Allah tempat bergantung semata mata.
802,Saya cemburu melihat kekuatan seorang wanita yang bergelar suri rumah.
803,Saya cemburu melihat kebahagiaan rumah tangga.Kini saya ingin bangun melawan segala hasutan syaitan.
804,Kini saya ingin keluar daripada segala kemurungan dan ingin menjadi seorang isteri solehah yg sentiasa memaafkan dan memberi pedoman.
805,Saya tahu ramai yang mengalami situasi ini tapi.tak terungkap dengan luahan kata kata apa yang dilaluinya.Terima kasih kepada pembaca.
806,Saya mengharapkan secebis doa daripada kalian supaya hati ini kembali kuat dan teguh apabila diuji.
807,Sokongan dan pemahaman amat diperlukan pada saat ini.Semoga kita menjadi umat yg kuat diakhir zaman ini.â€“ IntanHantar confession anda di sini ->Â www.iiumc.com/submit Kemurungan dan Rasa Cemas yang tak dapat Di kawal.
808,Pengakuan diri sendiri harap dapat membantu sesiapa yg pernah dan tengah alami di luar sana.
809,Ini berlaku setelah aku bertukar tempat kerja yg nyata pada awalnya dapat di urus dengan baik tetapi setelah 3 bulan di tukar ke assignment yang lebih susah.
810,Assignment baru ini telah menyebabkan ramai rakan rakan kerja sejawatan dan rakan rakan lain telah ambil keputusan untuk berhenti dan menukar kerja ke jabatan lain ataupun ke syarikat lain.
811,benda nie berlaku di syarikat international-kilang electronics.
812,Bagi aku .. aku suka dengan challenge dan aku sahut cabaran dari boss aku .. yg mana boss aku nie aku katergorykan old style dan lembab dalam buat keputusan .. bayankan satu isu meeting untuk finalize boleh ambil masa sampai 4 jam .. kadang kadang stress bukan sebab kerja tapi sebab terlampau banyak menunggu keputusan dari boss.
813,diri terkesan apabila kesibukkan melampau sehingga banyak kerja yang tertangguh di sertai dengan di herdik dan di marah oleh orang atasan di sebabkan KPI tidak seperti yang di hendaki.
814,Badan akan rasa panas sejuk tetapi bukan demam.. banyak masalah yang di fikirkan dan setiap masalah kita nak selesaikan dengan yang terbaik.
815,bermula kisah setelah 2 bulan di dalam project/ assigment baru â€¦ kesibukkan dia sampai hanya sempat ambil lunch sahaja .. dan waktu solat sentiasa delayâ€¦ kadang kadang siap kena qodaâ€™ sebab berada dalam meeting.
816,kemuncak Depression and Anxiety Disorders ini apabila perasaan nak bunuh diri datang â€¦ di sebabkan give up yang teramat sangat .. aku alami benda nie setelah 5 bulan dalam keadaan Depression and Anxiety Disorders Selain seram sejuk diri rasa macam kecil sekecil nya dan rasa rendah diri yang amat sangat sehingga untuk berjumpa jiran tetangga pun boleh nak pitam â€¦ dengan kenalan lain lagi laa.. pernah pitam 2 kali semasa solat berjemaah.
817,sebab rasa rendah diri dan tidak cukup tidur.
818,Langkah paling selamat untuk elakkan dari buat benda paling bodoh adalah : 1- banyakkan diri berada di surau dan masjid ..mengaji quran dan dengan kuliah â€¦ini aku hanya sedar setelah hampir sembuh di mana setelah 7 bulan menderita.
819,2- jangan bersendirian.
820,kalau rasa rendah diri kena berada dalam jemaah yang ramai .. seperti di masjid atau pasaraya .. (Pernah stay kat surau hotel tingkat 14 sorang diri dan plan nak terjun ikut tingkap â€“ astaghfirullah)sila jauhkan dan jangan buat.
821,3- pernah berada dalam kereta dan ambil tali pinggan kaledar jerut leher.. nasib masih hidup .. Alhamdulillah- jangan terpenung walaupun dalam keretaâ€¦.
822,4- Aku berhenti kerja dan dapatkan kerja di tempat yang lebih senang/mudah.
823,dengan kommitment yang tinggi.
824,aku redah dan nekad .. Alhamdulillah .. Allah penentu segalanya .. untuk kurang stress.
825,jangan terus kalau diri dah rasa give up.
826,5- solat sunat dan qada solat lepas banyak banyak kalau tak boleh tido .. mengaji .. insyaAllah akan sampai masa mata akan tertidur dek syaitan ni rojim yang tak suka kita buat kebaikan .
827,"6- perlu ada rakan bercerita atau paling tak untuk makan sekali .. 7- berserah pada Allah untuk jalan penyelesain dan follow the flow sampai sembuh .. baca quran , zikir dan berdoa sentiasa dan setiap masa .Ingat Depression and Anxiety Disorders penyakit kategori amat bahaya .. sihat tubuh badan tapi mental sengsara."
828,Aku pernah ke klinik psikitiarik dan juga hospital pakar sakit jiwa ( 6 bulan lebih ulang alik untuk dapatkan rawatan ) mereka hanya banyak bagi nasihat dan ubat penenang.
829,diri sendiri kena kuat untuk keluar .
830,Aku juga berusaha dengan rawatan islam .. Alhamdulillah .. rawatan di perak dapat beroleh perubahan dalam diri dan sampai sekarang Alhamdulillah penyakit x datang lagi dan aku tak nak ada penyakit tuh lagi.
831,kepelbagaian rawatan dengan dalam hati jangan syirik/ sekutukan Allah .. tanam dalam diri Allah penyembuh .
832,kita hanya berusaha â€¦ Untung ada isteri dan keluarga yang sentiasa beri sokongn dan dorongan .
833,alhamdulillah.. HARGAILAH ORANG DISEKELILING KITA KETIKA KITA SUSAH.
834,â€“ DartHHantar confession anda di sini ->Â www.iiumc.com/submit Terima kasih admin kerana sudi menyiarkan confession aku.
835,"Maaf kalau cerita ini panjang, tapi terima kasih pada sudi membaca."
836,"Aku harap ada terbuka minda sedikit jika baca idea korang nanti.Ini sebenarnya kali pertama aku berani meluahkan walaupun dah berkali-kali cuba.Ringkasnya, dari dulu aku memang seorang yang tidak berapa pandai jika dibandingkan dengan orang lain."
837,Aku lambat faham dan selalu rasa ketinggalan.
838,"Tapi berkat usaha dan doa, aku tunjukkan semangat yang aku nak sesuatu itu."
839,Contoh masa aku UPSR.
840,Aku tak pernah dapat A pun apa apa subjek sehingga dipanggil bodoh oleh rakan sekelas.
841,"Tapi sekali lagi, aku nekad untuk dapatkan target tu."
842,"Akhirnya, aku berjaya raih 5A dan rangkul anugerah pelajar berpontensi.Tapi tu zaman UPSR."
843,"Aku perlu cerita ini, sebab saat itulah yang jadikan aku sebagai anak harapan kepada ibu bapa aku."
844,Aku mula ditaruh setinggi harapan setiap zaman sekolah sehingga sekarang.Sekali lagi aku nyatakan aku bukan seorang yang pandai.
845,Tapi sentiasa fokus dalam kelas dan aku akan mengulangkaji ketika semua tidur.
846,Perangai tu aku terbawa sehinggalah zaman Universiti.Aku jenis tak boleh nak study waktu ada orang.
847,Rasa macam diperhatikan.
848,"Oleh itu, ramai yang menganggap aku semulajadinya seorang yang bijaksana."
849,"Sebab hidup selalu happy je dan tak study, tapi result Alhamdulillah.Tapi biasalah setiap orang ada saat naik surutnya, jika aku perhatikan garis hidup aku sekarang."
850,"Aku seorang graduan Prauniversiti (STPM), aku tak berniat nak ambil STPM langsung."
851,Tapi disebabkan result SPM yang mengecewakan.
852,Aku hanya ada dua pilihan.
853,STPM atau Politeknik.
854,"Aku pilih STPM atas desakan keluarga, dan aku berjaya jadi pelajar cemerlang STPM."
855,"Top5 dalam tingkatan aku.Memang membanggakan sehingga zaman Uni, aku menyambung pelajaran di Universiti awam.Pada awalnya memang aku memang tunjukkan prestasi yang sangat bagus dan sentiasa bersemangat."
856,"Tapi pada tahun akhir ijazah aku, aku mulai jatuh."
857,"Aku mula hilang fokus, aku tak dapat menyiapkan tugasan dalam masa yang diberikan."
858,"Aku jadi hilang semangat dan seolah olah kemurungan.Aku akan menangis seorang diri, dalam tidur bila mengenangkan prestasi yang tak cemerlang."
859,Dan aku sukar tidur pada waktu malam.
860,"Bila ditambah dengan tekanan dari keluarga, selalu menekan aku."
861,Aku jadi lagi tertekan.
862,"Aku akan jadi iri bila lihat orang lain sudah berjaya dan aku terus keluar dari media sosial apabila terlihat post post kawan kawan yang berjaya.Sehingga kini, aku masih terperangkap dalam diri sendiri bila masih lagi tak berjaya menyiapkan Final Year Project (FYP)."
863,Setelah satu sem aku extend.Aku bukan nak menunding jari tapi aku dapat rasa ini bukannya salah aku seorang.
864,Pensyarah yang sepatutnya mengawasi aku pun tidak bertindak sepatutnya.
865,"Dia buat endah tak endah pada aku, dan bila aku bertanyakan soalan."
866,Dia akan memusingkan perkara tu seperti semuanya salah aku.
867,"Tapi tidak apa, sebab aku tetap salah."
868,"Aku tidak letakkan kesungguhan sepenuhnya.Disebabkan aku selalu rasa down, aku selalu memikirkan tentang bunuh diri."
869,Aku tak tahu betapa rapuhnya iman aku sampai terfikir nak berbuat demikian.
870,"Tapi sampai sekarang, aku masih tak lakukan sebab aku tak boleh siakan ibu bapa aku dan semua orang yang ada dengan aku.Aku dekatkan diri dengan Tuhan, aku bersungguh nak khatam Alquran (ya, aku masih belum khatam walaupun umur dah bangka).Aku terfikir untuk mengambil cuti sementara dan mungkin bekerja untuk alihkan perhatian aku dengan pelajaran."
871,Ye mungkin dengan kelulusan macam ni apa je kerja aku boleh lakukan.Tapi aku perlu counter semula fikiran dan tahap mental aku.
872,Aku bukan lembik tapi cukuplah aku kata aku tak cukup kuat.â€“ NurulHantar confession anda di sini ->Â www.iiumc.com/submit Assalamualaikum dan selamat sejahtera.
873,Ini adalah pertama kali aku tulis confession.
874,"Sebelum aku bercerita lebih detail, biar la aku ceritakan latar belakang aku sikit2.Namaku Jaana."
875,Bukan Janna Nick ya.
876,"Umurku 37 tahun, ibu beranak 4."
877,"Dan sekarang (Dec 2020), aku mengandung 5 bulan anak kelima.Aku telah 14 tahun bekerja di IPTS."
878,3 tahun pertama bekerja di Bhg.
879,Hal Ehwal Pelajar (HEP).
880,"Kemudian, bila nak berkahwin pada Nov 2009, aku mohon tukar department kerana di sini hampir setiap minggu ada aktiviti pelajar dan selalu outstation.Akhirnya, aku dapat tukar ke Bahagian Visa dan Pas Pelajar untuk pelajar antarabangsa."
881,Di sini aku bekerja selama 10 tahun.Walaupun di sini lebih sibuk dari Bhg.
882,"HEP, tetapi aku bahagia."
883,"Tugasku mengurus permohonan visa dan pas pelajar untuk pelajar baru.Stress sikit2 berhadapan dengan pihak Imigresen, Kementerian Pendidikan Tinggi (KPT), Kementerian Dalam Negeri (KDN) tu ada la, dengan pelajar antarabangsa lagi yang banyak kerenah, tetapi aku ok je bekerja."
884,"Mungkin kena dengan jiwa aku.Kemudian disebabkan trend kemasukan pelajar antarabangsa makin berkurangan secara keseluruhan termasuk di IPT lain, IPTS aku pun terlibat juga, pihak HR (Sumber Manusia) ingin mengurangkan staff di bhg."
885,"aku bekerja.Daripada 4 staff termasuk Pengurus, 2 orang Penolong Pengurus dikeluarkan/ dipindahkan (transfer) ke department lain."
886,Aku salah seorang yang dipindahkan.
887,"Jadi, bhg."
888,"aku bekerja hanya tinggal 2 orang sahaja iaitu kerani dan Pengurus sahaja.Aku dipindahkan ke Fakulti pada Oktober 2019, ketika itu, aku mengandung 7 bulan, anak keempat."
889,"Di sini aku banyak buat kerja2 admin.Takde la keluar selalu pergi imigresen, embassy, dll."
890,"Kat sini aku pegang 2 skop kerja, iaitu Bhg."
891,Peperiksaan dan urusan pelajar pascasiswazah yang ambil Master dan Ph.D. Banyak benda baru belajar di sini.
892,"Ambil masa juga untuk belajar banyak benda.Di Fakulti, aku ada rasa berdebar nak dtg ofis, buat kerja yang banyak, tetapi aku hadapkan juga sampai la aku bersalin pada bulan December 2019.Dalam pantang pun aku ada buat kerja2 yang pending sebelum melahirkan anak seperti buat minit mesyuarat utk urusan pelajar pascasiswazah, review permohonan pelajar Master dan Ph.D.Apapun, bermula dlm pantanglah, aku dah mula rasa tak best dengan kerjaku."
893,Aku mula rasa berdebar2 nak masuk ofis balik utk bekerja.
894,Aku banyak termenung.
895,"Tak enjoy dengan moment yang sebenar (not being present).Masuk pertengahan Feb 2020, aku masuk kerja balik setelah cuti bersalin selama 2 bln."
896,"Dapat la dalam sebulan bekerja, sebab lepas tu Mac 2020, PKP.Dalam pada tu, di ofis, aku selalu sangat berdebar, semua yang aku buat serba tak kena."
897,"Kerja banyak, tapi aku tak tau nak buat mana dulu."
898,"Walaupun aku dah tulis lists apa aku nak buat, nanti aku termenung."
899,"Sebab masa buat tu, nanti aku fikir, kerja yang lain tu tak buat lagi.Email ni tak jawab lagi."
900,Lepas tu aku kelam kabut buat itu ini.
901,"Contoh, aku nak makan, tapi makan dengan kelam kabut, lepas tu nak buat kerja, then termenung.Lepas tu nak g toilet, pergi toilet cepat2, sebab tak nak buang masa lama2 sebab nak buat kerja."
902,"Lepas tu nak buat kerja, ada yang menghalang, seperti panggilan telefon, ada pensyarah nak jumpa, student nak jumpa.Reply email."
903,Masa ni selalu rasa sesak dada.
904,Rasa nak meletup.
905,Sebelum ni tak tahu macam mana rasanya bila orang kata sesak dada.
906,"Lama2 aku jadi fed-up.Kemudian dah nak dekat sebulan bekerja lepas cuti bersalin, dalam bulan Mac 2020 kena PKP yang pertama kali sbb Covid-19."
907,"Kena la Work From Home (WFH).WFH sangat mencabar di mana kena kerja dan masa tu anak2 pun di rumah, dengan meeting online lagi dan buat minit mesyuarat, jawab email.Mula2 hadap je."
908,Lama2 aku jadi fed-up.
909,Aku macam ignore je email2 kerja.
910,"Tapi, aku fikir jugak pasal hal kerja."
911,Mula la aku selalu menangis tiba2.Selalu tak cukup tidur.
912,"Jam 3 atau 4 pagi selalu terjaga, dan bercakap kat diri sendiri, â€œYa Allah, aku benci betul kerja aku ni.â€ Kemudian menangis.Ada la dalam 2 minggu macam ni."
913,Selalu mengenangkan diri kenapa la aku ditukarkan ke Fakulti.
914,Rasa benci sangat.
915,Kadang2 rasa nak berenti kerja jual nasi lemak atau mee kari je tepi jalan.
916,"Tapi, memang sayang nak berenti sebab dah kerja 14 tahun di IPTS ni.Masuk bulan May 2020, dah mula boleh bekerja masuk ofis bergilir."
917,"Dlm satu minggu tu, 2 hari WFH, 3 hari datang ofis."
918,"Masa ni la, aku selalu menangis dalam bilik ofis, g toilet menangis, tengah solat pun menitik air mata menangis.Datang kerja dan balik kerja pun, menangis dulu sebelum masuk ofis atau sebelum drive balik rumah."
919,"Aku dah mula rasa aku bukanlah aku yang dulu sebab selalu menangis, kadang2 ketawa jugak lepas menangis.Biasanya bila sorang2 la."
920,Macam watak Joker lakonan Joaquin Phoenix.
921,Ada jugak rasa macam nak terjun bangunan je.
922,"Tapi, masih waras.Dan aku google, ini mungkin simptom2 depression (kemurungan)."
923,"So, ada sekali tu aku terkena gastrik, aku g jumpa Doktor nak ambik MC, dan dlm masa sama aku nak mintak refer ke pakar psikiatri.Masa jumpa Doktor utk mintak refer ke pskiatri, menangis2 aku meluah masalah kerja aku."
924,"Then, doktor cakap, â€œBersabarlaâ€."
925,Dia cakap dia akan bagi surat refer ke Psikiatri.
926,"Selain tu, tujuan nak jumpa psikiatri supaya aku nak mintak medical report dan nak mintak transfer keluar dari fakulti.So, dalam bulan Jun 2020, pertama kali aku jumpa Psikiatri."
927,Pakar Psikiatri ni ialah lelaki berbangsa Cina.
928,Aku rasa serasi sangat dengan dia sebab dia faham apa yang aku hadapi.Aku luah masalah kerja sambil menangis2.
929,Aku cakap nak berhenti kerja.
930,"Tapi Psikiatri cakap, â€œJangan berenti dulu."
931,"Jangan buat keputusan ketika sakit, nanti menyesal.Buat rawatan dulu."
932,Ini depression.
933,"Takut nanti kalau berenti kerja, depression ni akan ikut kitaâ€ ."
934,"Aku angguk diam.Then, sesi berlangsung dalam 40 minit."
935,"Psikiatri bagi 3 jenis ubat, Brintellix (antidepresan) , Inderal Propanolol (antianxiety) dan Xanax (ubat penenang kot)."
936,Lepas makan ubat tu aku rasa ok sikit.
937,Serasi.Hampir setiap bulan ada appointment dengan Pakar Psikiatri.
938,Mula2 aku selalu ambik cuti bila ada appointment.
939,"Lepas tu kali ketiga dah tak ambik cuti sebab Psikiatri cakap, dia boleh bagi MC.Kemudian dalam bulan Julai aku selalu migrain."
940,Mmg aku ada migrain pun sebelum ni.
941,Sebulan sekali atau kali.
942,Tapi kali ni makin kerap dan makin lama serangannya.Hampir setiap minggu pun ya.
943,"Then, bulan September, aku dapat tahu aku dah pregnant 13 minggu lebih kurang 3 bulan."
944,"Patutla kerap sangat sakit kepala.Aku happy je pregnant, cuma aku masih tak suka kerja aku ni."
945,Rasa benci.
946,"Susah betul nak buat kerja yang kita benci, walaupun ada certain kerja tu tak la susah mana.Bila dah tau prengant, aku maintain mkn je ubat antidepresan tu macam biasa, sebab aku google perempuan pregnant yang ada depression kena maintain makan ubat supaya tak jadi lebih teruk."
947,"Next appointment aku beritahu Psikiatri yang aku dah pregnant dan aku tanya ok ke aku makan ubat macam biasa?Dia cakap, perlu supaya tak jadi lebih teruk."
948,"Makan ubat, jangan sampai meroyan."
949,Dia cakap perempuan mengandung pun ada meroyan nak tumbuk perut.Aku angguk faham sebab aku pun kdg2 ada rasa nak mencederakan diri dan perut dengan pisau sebab tak tahan hidup macam ni.
950,"Bukan sebab benci baby.Selepas perjumpaan ketiga, Psikiatri minta aku beritahu masalah depressiom aku kepada pihak atasan dan bahawa aku dapat rawatan dengan pakar Psikiatri."
951,"Supaya mereka tahu.So, aku beritahu la."
952,Manager terkejut juga.
953,Dia merangka tugas yang lebih balance kepada aku.
954,"Masa tu aku rasa ok sangat.Selepas tu, ada appointment dengan Pakar Psikiatri, aku cakap aku rasa aku dah ok, takde rasa nak berenti kerja.Kemudian dia cakap, betul ke dah ok?"
955,Sebab dia rasa aku belum ok lagi.
956,"Apa pun dia nasihat, set dalam mind yang aku nak tukar department."
957,"At the same time, cuba juga buat kerja seperti biasa."
958,"Aku mengangguk faham.Pada perjumpaan kelima dan terakhir bln Nov 2020, Psikiari aku nak kurangkan dos ubat."
959,"Brintellix (antidepresan) kena mkn selang seli setiap malam, Xanax kena stop, ubat inderal propanolol (antianxiety) tu boleh makan bila perlu.Dan doktor akan keluarkan medical report."
960,"Dalam report tu, aku disahkan oleh Psikiatri swasta bahawa aku ada Major Depressive Disorder (MDD) & Anxiety.So, pada bulan Nov 2020, aku hantar borang mintak transfer keluar dari fakulti dan aku sertakan sekali medical report tu.Sekarang (Dec 2020), aku masih bekerja di fakulti sambil menunggu arahan pertukaran."
961,"Tapi tu la, dalam tempoh menunggu ni, ada masa aku ok, ada masa tak ok. Rasa down sangat."
962,Aku banyak ambil MC.
963,"Aku nak sangat berubah, tetapi Ya Allah, susahnya nak berubah.Aku tak suka hidup dalam depression ni."
964,Rasa tak happy.
965,Tak enjoy moment yang ada.
966,Not being present.
967,"Selalu berharap esok nak buat lebih baik, ada yang menjadi, ada yang tak menjadi.Kadang2 terfikir, adakah aku ni betul sakit depression atau malas?"
968,Ubat tu dah macam tak beri kesan je.
969,Tapi aku maintain la ikut cakap Psikiatri.Minggu ni aku dah 2 kali MC.
970,Aku tak suka.
971,"Aku selalu berharap nak jadi normal macam orang lain, terima takdir, buat je kerja dengan happy dan tak depress."
972,Aku rasa aku dah setahun lebih tak pernah rasa happy yang betul2 happy.
973,Nak sgt happy betul2.
974,Tak tau la korang faham ke tak.Hmm.. Aku rasa cukupla setakat ni aku share.
975,Dah panjang berjela rasanya.
976,Thank guys for spending time reading my confession.Doakan aku boleh berubah ke arah lebih baik sementara menunggu tukar department ya.
977,"Aku berharap aku berubah, dan esok lebih baik utk aku."
978,Doakan aku berjaya tukar department juga ya .â€“ Jaana (Bukan nama sebenar)Hantar confession anda di sini ->Â https://iiumc.com/submit
